CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,BalanceToSalary,ZeroBalance,ProductsPerYear,EngagementProducts,AgeTenure,CreditScorePerAge,ChurnProbability,ActualChurn,PredictedChurn,RiskTier
551,38,10,0,2,1,1,216.27,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.181818182,2,380,14.5,0.113834396,0,0,Low
665,39,10,46323.57,1,1,0,136812.02,TRUE,FALSE,FALSE,FALSE,TRUE,0.338590362,0,0.090909091,0,390,17.05128205,0.2352702,0,0,Low
751,38,7,0,2,0,0,90839.61,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.25,0,266,19.76315789,0.014751765,0,0,Low
788,37,8,141541.25,1,0,0,66013.27,FALSE,FALSE,TRUE,FALSE,TRUE,2.144100813,0,0.111111111,0,296,21.2972973,0.15058434,0,0,Low
684,27,2,134603.88,1,1,1,71725.73,TRUE,FALSE,FALSE,FALSE,TRUE,1.876620892,0,0.333333333,1,54,25.33333333,0.034116156,0,0,Low
717,35,5,103214.71,1,1,0,172172.7,FALSE,TRUE,FALSE,TRUE,FALSE,0.599480118,0,0.166666667,0,175,20.48571429,0.40962425,0,0,Medium
679,32,0,88335.05,1,0,0,159584.81,FALSE,TRUE,FALSE,TRUE,FALSE,0.553526971,0,1,0,0,21.21875,0.14746682,0,0,Low
521,77,6,0,2,1,1,49054.1,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.285714286,2,462,6.766233766,0.03171779,0,0,Low
726,31,9,0,2,1,1,106117.3,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.2,2,279,23.41935484,0.007712864,0,0,Low
547,42,1,142703.4,1,1,0,86207.49,FALSE,TRUE,FALSE,TRUE,FALSE,1.655328843,0,0.5,0,42,13.02380952,0.49493068,1,0,Medium
504,34,0,54980.81,1,1,1,136909.88,FALSE,FALSE,TRUE,FALSE,TRUE,0.401581014,0,1,1,0,14.82352941,0.079702675,0,0,Low
754,39,8,129401.87,1,1,1,87684.93,FALSE,TRUE,FALSE,TRUE,FALSE,1.475742688,0,0.111111111,1,312,19.33333333,0.24608631,0,0,Low
775,36,2,109949.05,2,0,1,71682.54,FALSE,TRUE,FALSE,FALSE,TRUE,1.533811667,0,0.666666667,2,72,21.52777778,0.06123854,0,0,Low
714,46,1,0,1,1,0,152167.79,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.5,0,46,15.52173913,0.5567563,1,1,  Medium-High
568,36,10,153610.61,1,1,1,54083.8,FALSE,FALSE,TRUE,TRUE,FALSE,2.84018079,0,0.090909091,1,360,15.77777778,0.07521057,1,0,Low
704,27,5,147004.34,1,1,0,64381.33,FALSE,TRUE,FALSE,FALSE,TRUE,2.283302577,0,0.166666667,0,135,26.07407407,0.2608061,1,0,Low
719,61,5,0,2,0,1,29132.43,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.333333333,2,305,11.78688525,0.028034423,0,0,Low
828,42,10,0,1,1,1,186071.14,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.090909091,1,420,19.71428571,0.16380826,0,0,Low
615,32,7,92199.84,1,1,1,2755.53,TRUE,FALSE,FALSE,FALSE,TRUE,33.44779124,0,0.125,1,224,19.21875,0.03449314,0,0,Low
621,46,6,141078.37,1,0,0,34580.8,FALSE,TRUE,FALSE,FALSE,TRUE,4.079555431,0,0.142857143,0,276,13.5,0.7002189,1,1,  Medium-High
622,23,8,0,2,1,1,131389.39,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.222222222,2,184,27.04347826,0.025338365,0,0,Low
589,28,7,0,2,1,0,151645.96,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.25,0,196,21.03571429,0.008706572,0,0,Low
754,47,1,185513.67,1,1,0,27438.83,TRUE,FALSE,FALSE,TRUE,FALSE,6.760744145,0,0.5,0,47,16.04255319,0.74554074,0,1,  Medium-High
549,36,6,139422.37,1,0,0,83983.39,FALSE,TRUE,FALSE,FALSE,TRUE,1.660098621,0,0.142857143,0,216,15.25,0.27439418,1,0,Low
490,33,1,0,2,1,1,80792.83,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,1,2,33,14.84848485,0.005589369,0,0,Low
643,30,5,94443.77,1,1,1,165614.4,TRUE,FALSE,FALSE,FALSE,TRUE,0.570259589,0,0.166666667,1,150,21.43333333,0.0379524,0,0,Low
548,38,0,178056.54,2,1,0,38434.73,FALSE,FALSE,TRUE,FALSE,TRUE,4.632578593,0,2,0,0,14.42105263,0.34452647,0,0,Medium
651,46,4,89743.05,1,1,0,156425.57,FALSE,FALSE,TRUE,TRUE,FALSE,0.573707203,0,0.2,0,184,14.15217391,0.5056114,1,1,  Medium-High
678,55,5,0,1,0,1,196794.11,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.166666667,1,275,12.32727273,0.63318104,1,1,  Medium-High
407,37,1,0,1,1,1,49161.12,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.5,1,37,11,0.7040568,1,1,  Medium-High
683,30,1,113257.2,1,1,1,65035.02,FALSE,FALSE,TRUE,FALSE,TRUE,1.741453428,0,0.5,1,30,22.76666667,0.064147525,0,0,Low
629,45,7,129818.39,3,1,0,9217.55,FALSE,TRUE,FALSE,TRUE,FALSE,14.08230036,0,0.375,0,315,13.97777778,0.9831457,1,1,High
736,27,5,51522.75,1,0,1,192131.77,TRUE,FALSE,FALSE,FALSE,TRUE,0.268162219,0,0.166666667,1,135,27.25925926,0.27829674,0,0,Low
538,31,0,0,2,0,0,179453.66,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,2,0,0,17.35483871,0.02448425,0,0,Low
655,37,9,121342.24,1,1,1,180241.44,FALSE,TRUE,FALSE,FALSE,TRUE,0.673216807,0,0.1,1,333,17.7027027,0.29157284,0,0,Low
738,33,3,122134.4,2,0,1,27867.59,FALSE,FALSE,TRUE,TRUE,FALSE,4.38251092,0,0.5,2,99,22.36363636,0.09581232,0,0,Low
588,59,4,0,2,1,1,27435.41,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.4,2,236,9.966101695,0.08372875,0,0,Low
736,57,9,95295.39,1,1,0,28434.44,FALSE,TRUE,FALSE,FALSE,TRUE,3.351289447,0,0.1,0,513,12.9122807,0.8936756,1,1,High
623,40,5,118788.57,1,1,0,192867.4,TRUE,FALSE,FALSE,FALSE,TRUE,0.615904783,0,0.166666667,0,200,15.575,0.29632518,0,0,Low
549,45,6,124240.93,1,1,1,146372.51,FALSE,TRUE,FALSE,FALSE,TRUE,0.848793815,0,0.142857143,1,270,12.2,0.48263738,0,0,Medium
630,31,0,0,2,1,1,34475.14,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,2,2,0,20.32258065,0.095682874,0,0,Low
494,35,9,112727.06,2,1,0,183752.91,TRUE,FALSE,FALSE,TRUE,FALSE,0.613467545,0,0.2,0,315,14.11428571,0.15593904,0,0,Low
671,36,2,116695.27,1,0,0,193201.86,FALSE,TRUE,FALSE,FALSE,TRUE,0.604003843,0,0.333333333,0,72,18.63888889,0.25506353,0,0,Low
785,38,1,0,1,1,0,134964.85,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.5,0,38,20.65789474,0.28607637,1,0,Low
724,29,4,0,1,1,0,8982.75,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.2,0,116,24.96551724,0.117894106,0,0,Low
532,42,1,159024.71,1,1,0,100982.93,TRUE,FALSE,FALSE,FALSE,TRUE,1.574752636,0,0.5,0,42,12.66666667,0.2037595,1,0,Low
747,29,7,117726.33,1,1,1,175398.34,FALSE,TRUE,FALSE,FALSE,TRUE,0.671190268,0,0.125,1,203,25.75862069,0.15627979,0,0,Low
598,43,5,0,3,1,1,100722.72,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.5,3,215,13.90697674,0.93328017,1,1,High
647,35,3,192407.97,1,1,1,40145.28,FALSE,TRUE,FALSE,FALSE,TRUE,4.792672447,0,0.25,1,105,18.48571429,0.098104276,0,0,Low
590,43,8,0,2,1,1,143628.31,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.222222222,2,344,13.72093023,0.025090948,0,0,Low
713,38,7,144606.22,1,1,1,56594.36,FALSE,TRUE,FALSE,TRUE,FALSE,2.555089675,0,0.125,1,266,18.76315789,0.2541922,1,0,Low
791,36,6,111168.97,1,1,1,189969.91,TRUE,FALSE,FALSE,FALSE,TRUE,0.585189438,0,0.142857143,1,216,21.97222222,0.07601037,0,0,Low
620,29,1,138740.24,2,0,0,154700.61,TRUE,FALSE,FALSE,TRUE,FALSE,0.896824797,0,1,0,29,21.37931034,0.019463785,0,0,Low
637,30,1,122185.53,1,1,0,102566.46,FALSE,TRUE,FALSE,FALSE,TRUE,1.191269921,0,0.5,0,30,21.23333333,0.13607413,1,0,Low
544,32,9,110728.39,1,1,1,14559.62,TRUE,FALSE,FALSE,TRUE,FALSE,7.604648016,0,0.1,1,288,17,0.062404614,0,0,Low
637,40,6,0,2,1,1,181610.6,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.285714286,2,240,15.925,0.03572777,0,0,Low
658,42,8,102870.93,1,0,1,103764.55,TRUE,FALSE,FALSE,FALSE,TRUE,0.991378449,0,0.111111111,1,336,15.66666667,0.10466612,1,0,Low
714,51,4,88308.87,3,0,0,5862.53,TRUE,FALSE,FALSE,TRUE,FALSE,15.06070064,0,0.6,0,204,14,0.96391696,1,1,High
642,33,4,84607.34,2,0,1,60059.47,TRUE,FALSE,FALSE,TRUE,FALSE,1.408702596,0,0.4,2,132,19.45454545,0.052089173,0,0,Low
613,43,4,140681.68,1,0,1,20134.07,FALSE,TRUE,FALSE,TRUE,FALSE,6.986897984,0,0.2,1,172,14.25581395,0.47679752,0,0,Medium
684,32,3,102630.13,2,1,1,127433.47,FALSE,TRUE,FALSE,FALSE,TRUE,0.805356118,0,0.5,2,96,21.375,0.031229855,0,0,Low
701,48,1,92072.68,1,1,1,133992.36,FALSE,TRUE,FALSE,TRUE,FALSE,0.687143602,0,0.5,1,48,14.60416667,0.6448101,0,1,  Medium-High
615,30,9,0,1,1,0,87347.82,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.1,0,270,20.5,0.13309377,0,0,Low
599,39,2,188976.89,2,0,1,176142.09,FALSE,TRUE,FALSE,FALSE,TRUE,1.072860082,0,0.666666667,2,78,15.35897436,0.03313537,0,0,Low
554,26,7,92606.86,2,1,0,192709.69,TRUE,FALSE,FALSE,TRUE,FALSE,0.48054864,0,0.25,0,182,21.30769231,0.038203258,0,0,Low
589,19,9,83495.11,1,1,1,143022.31,FALSE,TRUE,FALSE,TRUE,FALSE,0.583786727,0,0.1,1,171,31,0.09737099,1,0,Low
653,43,0,0,2,1,0,27862.58,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,2,0,0,15.18604651,0.06843081,0,0,Low
633,33,4,137847.41,2,1,0,98349.13,FALSE,FALSE,TRUE,FALSE,TRUE,1.401598656,0,0.4,0,132,19.18181818,0.08342258,0,0,Low
762,28,3,125155.83,2,1,1,106024.02,FALSE,TRUE,FALSE,FALSE,TRUE,1.18043675,0,0.5,2,84,27.21428571,0.051788677,0,0,Low
743,39,3,119695.75,1,0,1,26136.13,FALSE,TRUE,FALSE,FALSE,TRUE,4.579529199,0,0.25,1,117,19.05128205,0.34703672,0,0,Medium
714,45,0,124693.48,1,0,1,187194.15,FALSE,FALSE,TRUE,FALSE,TRUE,0.666114907,0,1,1,0,15.86666667,0.23371872,0,0,Low
827,60,2,0,2,0,1,60615.83,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.666666667,2,120,13.78333333,0.03954951,0,0,Low
595,35,8,0,1,1,0,100015.79,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.111111111,0,280,17,0.18481296,1,0,Low
663,36,10,0,2,1,0,136349.55,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.181818182,0,360,18.41666667,0.016370008,0,0,Low
544,37,2,0,2,0,0,135067.02,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.666666667,0,74,14.7027027,0.017466903,0,0,Low
775,32,8,121669.23,1,0,1,125898.39,FALSE,TRUE,FALSE,FALSE,TRUE,0.966400473,0,0.111111111,1,256,24.21875,0.1706912,0,0,Low
702,36,2,105264.88,2,1,1,52909.87,FALSE,TRUE,FALSE,TRUE,FALSE,1.989475509,0,0.666666667,2,72,19.5,0.10748543,0,0,Low
583,42,4,0,2,1,0,17439.66,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.4,0,168,13.88095238,0.047048725,0,0,Low
670,42,6,112333.63,1,1,1,65706.86,TRUE,FALSE,FALSE,TRUE,FALSE,1.709591973,0,0.142857143,1,252,15.95238095,0.13950315,0,0,Low
526,49,2,0,1,1,0,114539.67,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.333333333,0,98,10.73469388,0.83709705,1,1,High
778,37,3,141803.77,1,0,1,179421.84,TRUE,FALSE,FALSE,FALSE,TRUE,0.790332881,0,0.25,1,111,21.02702703,0.09679045,0,0,Low
614,38,2,116248.88,1,1,0,105140.92,TRUE,FALSE,FALSE,FALSE,TRUE,1.105637789,0,0.333333333,0,76,16.15789474,0.10936356,0,0,Low
561,32,6,166824.59,1,1,0,139451.98,FALSE,TRUE,FALSE,FALSE,TRUE,1.196278416,0,0.142857143,0,192,17.53125,0.13877042,0,0,Low
556,34,8,163757.06,1,1,1,104000.06,TRUE,FALSE,FALSE,FALSE,TRUE,1.574571067,0,0.111111111,1,272,16.35294118,0.060201086,0,0,Low
683,29,9,0,2,1,1,48849.89,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.2,2,261,23.55172414,0.02125434,0,0,Low
698,55,8,155059.1,2,1,1,144584.29,FALSE,TRUE,FALSE,FALSE,TRUE,1.072440357,0,0.222222222,2,440,12.69090909,0.1073574,0,0,Low
663,67,9,0,3,1,1,72318.77,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.3,3,603,9.895522388,0.32306543,0,0,Medium
468,26,1,131643.25,1,1,0,64436.16,FALSE,FALSE,TRUE,FALSE,TRUE,2.042971012,0,0.5,0,26,18,0.0929155,0,0,Low
591,36,7,135216.8,1,1,1,122022.89,FALSE,FALSE,TRUE,FALSE,TRUE,1.108117435,0,0.125,1,252,16.41666667,0.06885664,0,0,Low
430,49,3,137115.16,1,1,0,146516.86,FALSE,TRUE,FALSE,FALSE,TRUE,0.935825571,0,0.25,0,147,8.775510204,0.65051186,1,1,  Medium-High
661,41,1,0,2,0,1,131300.68,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,1,2,41,16.12195122,0.039395727,0,0,Low
501,44,4,142051.07,2,0,1,74940.5,TRUE,FALSE,FALSE,FALSE,TRUE,1.895492751,0,0.4,2,176,11.38636364,0.105582945,0,0,Low
745,36,9,0,1,1,0,19605.18,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.1,0,324,20.69444444,0.2734872,1,0,Low
666,27,1,85225.21,1,0,1,64511.44,TRUE,FALSE,FALSE,TRUE,FALSE,1.321066294,0,0.5,1,27,24.66666667,0.025150511,0,0,Low
686,45,3,74274.87,3,1,0,64907.48,FALSE,FALSE,TRUE,FALSE,TRUE,1.144301484,0,0.75,0,135,15.24444444,0.97117,1,1,High
661,44,1,141136.62,1,1,0,189742.78,FALSE,TRUE,FALSE,FALSE,TRUE,0.743827387,0,0.5,0,44,15.02272727,0.63566667,1,1,  Medium-High
608,42,8,131390.75,2,1,0,71178.09,FALSE,TRUE,FALSE,FALSE,TRUE,1.845917811,0,0.222222222,0,336,14.47619048,0.12337181,0,0,Low
705,40,3,92889.91,1,1,1,109496.69,FALSE,TRUE,FALSE,TRUE,FALSE,0.848327577,0,0.25,1,120,17.625,0.3097213,0,0,Medium
760,43,8,121911.59,1,1,0,193312.33,TRUE,FALSE,FALSE,FALSE,TRUE,0.630642439,0,0.111111111,0,344,17.6744186,0.28327242,0,0,Low
698,36,7,121263.62,1,1,1,13387.88,FALSE,TRUE,FALSE,TRUE,FALSE,9.057039872,0,0.125,1,252,19.38888889,0.27048153,0,0,Low
476,37,4,0,1,1,1,55775.84,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.2,1,148,12.86486486,0.1288069,1,0,Low
822,32,8,116358,1,1,0,108798.36,TRUE,FALSE,FALSE,FALSE,TRUE,1.069473203,0,0.111111111,0,256,25.6875,0.07191812,0,0,Low
850,42,8,0,1,1,0,19632.64,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.111111111,0,336,20.23809524,0.3774033,1,0,Medium
745,33,1,0,2,1,1,174431.01,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,1,2,33,22.57575758,0.008823882,0,0,Low
579,38,4,175739.36,1,1,1,193130.55,TRUE,FALSE,FALSE,TRUE,FALSE,0.909946407,0,0.2,1,152,15.23684211,0.12931582,0,0,Low
753,38,9,151766.71,1,1,1,180829.99,FALSE,TRUE,FALSE,TRUE,FALSE,0.839273788,0,0.1,1,342,19.81578947,0.22029704,0,0,Low
667,27,7,156811.74,1,1,1,149402.59,TRUE,FALSE,FALSE,FALSE,TRUE,1.049584819,0,0.125,1,189,24.7037037,0.032523226,0,0,Low
638,48,10,138333.03,1,1,1,47679.14,TRUE,FALSE,FALSE,TRUE,FALSE,2.901271473,0,0.090909091,1,480,13.29166667,0.3514967,0,0,Medium
730,62,2,0,2,1,1,162889.1,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.666666667,2,124,11.77419355,0.038164917,0,0,Low
758,35,5,0,2,0,0,100365.51,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.333333333,0,175,21.65714286,0.035586294,0,0,Low
549,29,8,0,2,1,1,189558.44,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.222222222,2,232,18.93103448,0.03320778,0,0,Low
708,32,10,86614.06,2,1,1,172129.26,TRUE,FALSE,FALSE,FALSE,TRUE,0.503189038,0,0.181818182,2,320,22.125,0.007810666,0,0,Low
568,31,1,61592.14,2,1,1,61796.64,FALSE,TRUE,FALSE,TRUE,FALSE,0.99667463,0,1,2,31,18.32258065,0.03896251,0,0,Low
519,48,10,71083.98,1,1,0,137959,TRUE,FALSE,FALSE,FALSE,TRUE,0.515250652,0,0.090909091,0,480,10.8125,0.7232251,0,1,  Medium-High
631,29,2,96863.52,2,1,1,31613.35,FALSE,TRUE,FALSE,TRUE,FALSE,3.063909902,0,0.666666667,2,58,21.75862069,0.05741301,0,0,Low
757,32,9,0,2,1,0,115950.96,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.2,0,288,23.65625,0.012240906,0,0,Low
734,30,3,0,2,1,0,107640.25,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.5,0,90,24.46666667,0.013708541,0,0,Low
678,31,2,0,2,1,1,58803.28,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.666666667,2,62,21.87096774,0.008753018,0,0,Low
762,56,10,100260.88,3,1,1,77142.42,FALSE,TRUE,FALSE,FALSE,TRUE,1.299668591,0,0.272727273,3,560,13.60714286,0.9719971,1,1,High
660,61,5,155931.11,1,1,1,158338.39,FALSE,FALSE,TRUE,TRUE,FALSE,0.984790392,0,0.166666667,1,305,10.81967213,0.2573413,0,0,Low
730,27,7,0,2,1,0,144099.48,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.25,0,189,27.03703704,0.02830073,0,0,Low
645,48,7,90612.34,1,1,1,149139.13,TRUE,FALSE,FALSE,TRUE,FALSE,0.607565113,0,0.125,1,336,13.4375,0.41137487,0,0,Medium
660,31,9,125189.75,2,1,1,139874.43,FALSE,TRUE,FALSE,FALSE,TRUE,0.895008866,0,0.2,2,279,21.29032258,0.03378618,0,0,Low
565,40,1,89994.71,2,0,1,121084.27,FALSE,TRUE,FALSE,TRUE,FALSE,0.743234169,0,1,2,40,14.125,0.19056888,0,0,Low
686,34,3,123971.51,2,1,0,147794.63,TRUE,FALSE,FALSE,TRUE,FALSE,0.838803624,0,0.5,0,102,20.17647059,0.075159445,0,0,Low
740,44,9,0,1,0,1,96528,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.1,1,396,16.81818182,0.27106008,1,0,Low
721,33,5,0,2,0,1,117626.9,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.333333333,2,165,21.84848485,0.00854091,0,0,Low
604,71,2,0,2,1,1,49506.82,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.666666667,2,142,8.507042254,0.025682587,0,0,Low
539,47,2,127286.04,2,1,1,166929.43,TRUE,FALSE,FALSE,TRUE,FALSE,0.762509508,0,0.666666667,2,94,11.46808511,0.28023374,1,0,Low
759,38,1,0,2,1,0,20778.39,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,1,0,38,19.97368421,0.013517072,0,0,Low
567,41,0,134378.89,1,1,1,105746.94,FALSE,TRUE,FALSE,FALSE,TRUE,1.270747118,0,1,1,0,13.82926829,0.36156714,0,0,Medium
742,31,4,105239.1,1,1,1,19700.24,TRUE,FALSE,FALSE,FALSE,TRUE,5.341750062,0,0.2,1,124,23.93548387,0.046674117,0,0,Low
687,72,9,0,1,0,1,69829.4,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.1,1,648,9.541666667,0.049046453,0,0,Low
614,34,5,0,2,1,0,185561.89,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.333333333,0,170,18.05882353,0.037926454,0,0,Low
828,47,1,109876.82,2,1,0,83611.45,FALSE,FALSE,TRUE,FALSE,TRUE,1.314120325,0,1,0,47,17.61702128,0.15724567,1,0,Low
764,39,9,138341.51,1,1,0,50072.94,FALSE,TRUE,FALSE,TRUE,FALSE,2.762744653,0,0.1,0,351,19.58974359,0.53774834,1,1,  Medium-High
635,46,8,0,2,1,1,60739.16,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.222222222,2,368,13.80434783,0.034912203,0,0,Low
546,30,5,0,2,0,1,198543.09,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.333333333,2,150,18.2,0.028512977,0,0,Low
484,35,7,133868.21,1,1,1,27286.1,FALSE,FALSE,TRUE,TRUE,FALSE,4.905915616,0,0.125,1,245,13.82857143,0.08651297,0,0,Low
721,36,1,155176.83,2,1,1,49653.37,TRUE,FALSE,FALSE,FALSE,TRUE,3.125139439,0,1,2,36,20.02777778,0.041962307,0,0,Low
609,40,10,137389.77,2,1,0,170122.22,FALSE,TRUE,FALSE,TRUE,FALSE,0.807589758,0,0.181818182,0,400,15.225,0.22080489,0,0,Low
684,48,10,126384.42,1,1,1,198129.36,FALSE,TRUE,FALSE,TRUE,FALSE,0.637885178,0,0.090909091,1,480,14.25,0.4908534,0,0,Medium
586,38,2,0,2,1,0,87168.46,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.666666667,0,76,15.42105263,0.040986672,0,0,Low
835,35,6,127120.07,1,1,0,28707.69,TRUE,FALSE,FALSE,FALSE,TRUE,4.42793001,0,0.142857143,0,210,23.85714286,0.14600244,0,0,Low
709,41,3,150300.65,2,1,0,71672.86,TRUE,FALSE,FALSE,TRUE,FALSE,2.097007891,0,0.5,0,123,17.29268293,0.122883506,0,0,Low
554,37,3,0,2,1,0,166177.3,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.5,0,111,14.97297297,0.01870215,0,0,Low
765,56,1,0,1,1,0,13228.93,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.5,0,56,13.66071429,0.96297586,1,1,High
610,27,9,159561.93,1,0,1,103381.47,TRUE,FALSE,FALSE,TRUE,FALSE,1.543413792,0,0.1,1,243,22.59259259,0.0689505,0,0,Low
592,34,6,102143.93,2,1,1,102628.98,FALSE,TRUE,FALSE,TRUE,FALSE,0.995264054,0,0.285714286,2,204,17.41176471,0.049938694,0,0,Low
676,34,8,100359.54,1,0,0,46038.28,TRUE,FALSE,FALSE,TRUE,FALSE,2.179867713,0,0.111111111,0,272,19.88235294,0.09009557,0,0,Low
613,20,3,0,2,1,1,149613.77,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.5,2,60,30.65,0.003169252,0,0,Low
607,32,6,0,2,0,0,196062.01,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.285714286,0,192,18.96875,0.031815894,0,0,Low
593,39,8,151391.68,1,1,0,27274.6,FALSE,TRUE,FALSE,TRUE,FALSE,5.55044362,0,0.111111111,0,312,15.20512821,0.28581807,1,0,Low
638,24,1,0,2,0,1,162597.15,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,1,2,24,26.58333333,0.003404693,0,0,Low
711,25,5,190066.54,1,0,0,51345.39,TRUE,FALSE,FALSE,TRUE,FALSE,3.701653417,0,0.166666667,0,125,28.44,0.3085379,1,0,Medium
634,46,5,123642.36,1,1,1,49725.16,FALSE,TRUE,FALSE,TRUE,FALSE,2.486465072,0,0.166666667,1,230,13.7826087,0.5867126,1,1,  Medium-High
439,36,2,165536.28,2,1,1,123956.83,TRUE,FALSE,FALSE,FALSE,TRUE,1.335424152,0,0.666666667,2,72,12.19444444,0.033452254,0,0,Low
650,42,4,194532.66,1,1,0,171045.31,FALSE,FALSE,TRUE,FALSE,TRUE,1.13730989,0,0.2,0,168,15.47619048,0.40885177,1,0,Medium
742,25,4,132116.13,2,1,0,129933.5,TRUE,FALSE,FALSE,TRUE,FALSE,1.016790229,0,0.4,0,100,29.68,0.04349479,0,0,Low
639,35,8,0,1,0,0,164453.98,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.111111111,0,280,18.25714286,0.24771331,0,0,Low
504,32,8,206663.75,1,0,0,16281.94,TRUE,FALSE,FALSE,TRUE,FALSE,12.69204149,0,0.111111111,0,256,15.75,0.5739557,0,1,  Medium-High
701,23,3,0,2,1,0,38960.59,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.5,0,69,30.47826087,0.012315005,0,0,Low
645,40,6,131411.24,1,1,1,194656.11,TRUE,FALSE,FALSE,FALSE,TRUE,0.675090882,0,0.142857143,1,240,16.125,0.087455094,0,0,Low
699,25,8,0,2,1,1,52404.47,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.222222222,2,200,27.96,0.008489786,0,0,Low
571,38,6,107193.82,2,0,0,38962.94,TRUE,FALSE,FALSE,TRUE,FALSE,2.7511032,0,0.285714286,0,228,15.02631579,0.10434705,0,0,Low
667,23,1,0,2,1,0,91573.19,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,1,0,23,29,0.005732372,0,0,Low
638,34,5,146679.77,1,1,0,102179.86,FALSE,FALSE,TRUE,FALSE,TRUE,1.435491637,0,0.166666667,0,170,18.76470588,0.113418005,0,0,Low
713,48,1,163760.82,1,0,0,157381.14,FALSE,FALSE,TRUE,TRUE,FALSE,1.040529885,0,0.5,0,48,14.85416667,0.69732326,1,1,  Medium-High
584,30,5,0,2,1,1,185201.58,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.333333333,2,150,19.46666667,0.027610753,0,0,Low
687,34,7,129895.19,1,0,1,28698.17,TRUE,FALSE,FALSE,FALSE,TRUE,4.526095702,0,0.125,1,238,20.20588235,0.05377659,0,0,Low
613,69,9,78778.49,1,0,1,8751.59,FALSE,TRUE,FALSE,FALSE,TRUE,9.000591825,0,0.1,1,621,8.884057971,0.06158931,0,0,Low
694,42,8,133767.19,1,1,0,36405.21,TRUE,FALSE,FALSE,FALSE,TRUE,3.674295951,0,0.111111111,0,336,16.52380952,0.17252706,0,0,Low
